id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2201,Male,disloyal Customer,8,Business travel,Eco,3350,2,2,5,3,3,3,4,3,4,4,2,2,4,3,68,73.0,neutral or dissatisfied
2202,Female,Loyal Customer,42,Business travel,Eco,4087,5,4,4,2,3,4,3,1,3,1,3,3,2,2,34,26.0,neutral or dissatisfied
2203,Male,Loyal Customer,25,Business travel,Business,4090,1,4,4,3,4,5,2,4,4,4,2,3,1,3,35,34.0,satisfied
2204,Male,disloyal Customer,13,Business travel,Eco,3928,4,3,2,4,2,1,4,3,4,1,1,3,3,1,9,2.0,neutral or dissatisfied
2205,Male,Loyal Customer,32,Personal Travel,Business,2261,4,4,2,3,4,4,3,1,3,3,3,3,5,3,144,147.0,neutral or dissatisfied
2206,Male,Loyal Customer,44,Business travel,Business,1734,3,2,2,2,3,5,5,3,5,3,4,2,3,3,8,1.0,satisfied
2207,Male,Loyal Customer,9,Business travel,Eco,4297,2,3,3,4,4,3,3,4,4,2,4,5,3,3,8,9.0,satisfied
2208,Female,Loyal Customer,72,Personal Travel,Business,912,5,1,4,3,3,2,5,4,3,3,3,4,2,3,0,0.0,neutral or dissatisfied
2209,Female,Loyal Customer,77,Business travel,Business,1101,5,2,5,3,3,4,2,5,3,4,3,4,3,3,76,76.0,neutral or dissatisfied
2210,Male,Loyal Customer,49,Business travel,Business,2073,3,3,2,3,5,3,2,5,2,2,2,2,1,4,72,71.0,satisfied
2211,Male,Loyal Customer,68,Business travel,Eco,3572,2,2,2,2,4,5,2,3,3,3,1,3,1,2,5,1.0,satisfied
2212,Male,Loyal Customer,77,Business travel,Eco,974,4,5,5,2,3,3,0,2,3,2,2,4,4,1,1,0.0,neutral or dissatisfied
2213,Female,Loyal Customer,30,Personal Travel,Eco,1595,3,3,1,2,1,2,3,1,3,4,4,5,3,0,55,48.0,neutral or dissatisfied
2214,Male,Loyal Customer,45,Personal Travel,Business,3750,4,4,4,0,4,2,3,3,2,4,2,4,4,3,80,78.0,neutral or dissatisfied
2215,Female,Loyal Customer,74,Business travel,Eco,368,4,3,1,3,4,2,4,2,4,4,1,3,5,1,131,129.0,neutral or dissatisfied
2216,Female,disloyal Customer,50,Business travel,Eco,1156,3,3,2,2,3,4,1,2,3,4,2,4,2,5,0,7.0,neutral or dissatisfied
2217,Female,Loyal Customer,11,Business travel,Business,1451,3,3,5,3,3,1,5,2,3,5,1,4,4,3,24,22.0,satisfied
2218,Male,Loyal Customer,61,Business travel,Business,1154,4,3,4,3,4,2,4,3,4,4,4,4,2,5,11,33.0,satisfied
2219,Female,Loyal Customer,36,Business travel,Business,3039,2,5,5,2,4,4,4,2,2,2,3,3,2,2,2,0.0,satisfied
2220,Male,Loyal Customer,35,Business travel,Business,119,2,5,4,3,3,3,3,3,4,4,3,3,4,4,140,142.0,neutral or dissatisfied
2221,Female,Loyal Customer,32,Personal Travel,Eco,4354,3,2,4,3,3,3,1,5,4,3,3,2,2,3,11,0.0,neutral or dissatisfied
2222,Male,Loyal Customer,32,Personal Travel,Business,3702,3,3,2,2,3,4,5,3,4,4,4,3,3,2,69,63.0,satisfied
2223,Female,disloyal Customer,43,Business travel,Business,262,5,3,5,2,4,3,4,3,4,4,3,5,2,3,1,6.0,satisfied
2224,Male,Loyal Customer,59,Business travel,Eco,1839,3,4,5,2,1,1,4,4,3,1,3,3,2,2,3,8.0,neutral or dissatisfied
2225,Female,Loyal Customer,36,Business travel,Eco,1849,1,5,2,4,4,2,3,2,1,2,2,1,2,4,14,14.0,neutral or dissatisfied
2226,Male,Loyal Customer,9,Personal Travel,Eco,4880,0,4,5,2,1,3,5,3,3,1,2,2,3,2,5,0.0,satisfied
2227,Male,Loyal Customer,49,Personal Travel,Business,576,4,3,4,3,3,3,5,4,3,5,4,4,3,2,5,11.0,neutral or dissatisfied
2228,Male,Loyal Customer,13,Personal Travel,Business,676,3,3,4,2,3,5,5,2,4,5,3,1,3,4,2,11.0,satisfied
2229,Male,Loyal Customer,55,Business travel,Business,2588,5,3,4,3,4,4,2,3,2,5,4,4,4,5,2,,satisfied
2230,Female,Loyal Customer,79,Personal Travel,Business,3906,2,2,3,4,5,2,4,2,4,5,4,4,5,3,13,13.0,satisfied
2231,Female,Loyal Customer,47,Business travel,Business,4649,3,4,5,2,3,5,3,2,4,3,1,4,1,3,30,34.0,satisfied
2232,Male,Loyal Customer,60,Business travel,Eco,764,3,0,3,5,4,5,1,2,3,2,4,2,5,2,0,0.0,satisfied
2233,Female,Loyal Customer,75,Business travel,Business,398,3,4,4,3,2,3,3,4,4,3,3,1,3,2,8,5.0,satisfied
2234,Male,disloyal Customer,33,Business travel,Business,3706,3,3,5,3,2,4,5,2,2,5,1,2,5,3,37,37.0,satisfied
2235,Male,Loyal Customer,14,Business travel,Business,1515,4,1,5,2,5,4,3,4,2,4,1,5,4,4,9,3.0,satisfied
2236,Female,Loyal Customer,38,Business travel,Eco,2483,2,2,2,4,5,3,2,3,3,3,2,3,3,1,6,0.0,satisfied
2237,Male,Loyal Customer,70,Business travel,Eco,2744,3,1,2,5,3,1,2,2,2,3,3,4,2,1,4,0.0,satisfied
2238,Male,Loyal Customer,16,Business travel,Eco,4404,5,5,2,2,1,5,5,4,3,3,4,3,2,2,16,22.0,satisfied
2239,Female,Loyal Customer,19,Business travel,Business,808,5,2,4,2,2,3,4,5,5,3,2,2,5,2,147,138.0,neutral or dissatisfied
2240,Male,Loyal Customer,69,Business travel,Business,1367,1,4,3,3,5,4,3,2,0,3,5,3,3,2,55,57.0,neutral or dissatisfied
2241,Male,Loyal Customer,41,Business travel,Business,4081,3,4,3,2,4,4,5,4,5,5,4,5,4,5,4,7.0,satisfied
2242,Male,Loyal Customer,67,Business travel,Business,640,3,3,3,3,2,3,4,5,4,2,3,4,2,4,61,79.0,neutral or dissatisfied
2243,Male,Loyal Customer,60,Business travel,Eco,1455,4,2,3,4,3,4,2,4,3,3,3,2,2,3,15,15.0,neutral or dissatisfied
2244,Female,Loyal Customer,14,Personal Travel,Eco Plus,1545,3,4,3,5,2,3,3,4,3,3,5,2,0,3,21,30.0,neutral or dissatisfied
2245,Female,Loyal Customer,35,Business travel,Eco,2586,4,3,4,4,1,2,2,1,3,2,3,1,1,3,24,26.0,neutral or dissatisfied
2246,Female,disloyal Customer,47,Business travel,Eco,3966,2,4,2,2,2,1,3,4,2,2,3,4,3,2,11,0.0,neutral or dissatisfied
2247,Male,Loyal Customer,36,Business travel,Eco,104,3,2,1,3,4,3,3,5,3,2,4,3,1,3,38,32.0,neutral or dissatisfied
2248,Male,Loyal Customer,27,Personal Travel,Business,1234,4,4,3,3,1,4,4,4,3,2,2,3,4,3,1,2.0,neutral or dissatisfied
2249,Female,Loyal Customer,17,Business travel,Eco Plus,4545,4,4,2,3,3,3,2,4,3,3,3,4,3,3,4,18.0,satisfied
2250,Male,disloyal Customer,8,Business travel,Business,1539,4,3,3,4,2,4,4,5,4,5,2,3,3,3,64,69.0,satisfied
2251,Male,Loyal Customer,56,Business travel,Eco,4786,4,2,3,2,4,5,5,4,2,2,4,2,2,3,6,5.0,satisfied
2252,Male,Loyal Customer,47,Personal Travel,Business,1300,4,2,2,5,3,3,3,4,4,3,3,1,4,3,16,18.0,neutral or dissatisfied
2253,Male,Loyal Customer,72,Personal Travel,Business,2236,2,2,2,2,4,5,5,2,4,3,4,3,5,2,0,0.0,satisfied
2254,Female,Loyal Customer,9,Business travel,Eco,3371,3,3,3,2,2,3,3,5,5,3,3,5,1,4,0,0.0,satisfied
2255,Female,Loyal Customer,57,Personal Travel,Business,799,2,2,4,2,4,4,3,4,4,4,1,2,4,3,1,0.0,satisfied
2256,Female,Loyal Customer,74,Personal Travel,Business,1185,2,4,3,5,3,3,4,4,5,4,5,1,4,2,2,2.0,satisfied
2257,Male,disloyal Customer,31,Business travel,Business,3849,3,4,3,5,2,4,4,4,4,2,2,3,3,5,54,61.0,satisfied
2258,Female,Loyal Customer,36,Business travel,Business,2559,1,3,3,2,2,2,4,1,4,2,3,4,3,1,63,74.0,neutral or dissatisfied
2259,Female,Loyal Customer,17,Business travel,Eco Plus,2000,3,1,3,2,3,2,2,1,2,2,3,2,3,3,7,28.0,neutral or dissatisfied
2260,Male,Loyal Customer,23,Personal Travel,Eco,3159,2,3,5,3,1,2,2,3,3,2,4,2,4,2,60,77.0,neutral or dissatisfied
2261,Male,Loyal Customer,32,Business travel,Business,4811,2,1,5,2,4,1,1,3,5,3,5,2,3,5,91,83.0,neutral or dissatisfied
2262,Female,disloyal Customer,29,Personal Travel,Business,3249,3,3,3,4,2,2,4,4,2,2,3,3,1,5,0,16.0,satisfied
2263,Female,Loyal Customer,62,Business travel,Eco,3252,2,3,2,4,4,3,2,2,2,3,2,3,3,3,27,34.0,neutral or dissatisfied
2264,Female,Loyal Customer,58,Business travel,Business,3410,4,3,4,3,2,3,3,3,3,4,1,3,2,3,62,70.0,satisfied
2265,Female,Loyal Customer,54,Personal Travel,Business,4531,2,4,3,4,3,3,3,3,3,4,3,2,2,2,28,38.0,neutral or dissatisfied
2266,Male,Loyal Customer,26,Business travel,Business,2138,3,3,4,3,2,4,2,3,5,2,0,4,3,5,4,0.0,satisfied
2267,Female,Loyal Customer,8,Business travel,Eco,3401,5,3,3,4,3,3,4,2,4,3,2,4,3,3,7,14.0,satisfied
2268,Female,Loyal Customer,37,Business travel,Business,1950,4,4,3,3,2,3,3,2,2,4,3,3,3,5,14,0.0,satisfied
2269,Male,Loyal Customer,33,Business travel,Business,3701,2,3,4,5,2,1,4,4,4,1,5,4,5,3,16,11.0,satisfied
2270,Female,disloyal Customer,8,Business travel,Eco,1225,4,3,3,3,4,3,4,3,2,2,3,4,3,2,0,0.0,neutral or dissatisfied
2271,Male,Loyal Customer,10,Business travel,Business,4071,5,4,3,3,5,3,1,0,4,2,4,2,5,4,0,12.0,satisfied
2272,Male,disloyal Customer,19,Business travel,Eco,3453,4,4,3,4,5,4,2,3,3,3,3,1,2,3,4,12.0,satisfied
2273,Male,Loyal Customer,41,Personal Travel,Business,204,2,2,3,4,3,3,4,3,4,5,3,4,5,3,8,6.0,neutral or dissatisfied
2274,Female,Loyal Customer,78,Personal Travel,Business,391,4,1,0,3,1,2,2,4,1,3,4,5,2,3,24,24.0,neutral or dissatisfied
2275,Female,Loyal Customer,72,Business travel,Business,854,3,3,3,1,3,5,4,4,3,5,3,1,4,4,2,9.0,satisfied
2276,Male,Loyal Customer,12,Personal Travel,Business,3000,5,4,4,5,2,1,2,4,5,4,3,5,5,4,5,10.0,satisfied
2277,Female,Loyal Customer,37,Business travel,Eco,1911,3,2,2,4,2,5,3,2,3,3,4,3,3,2,6,13.0,neutral or dissatisfied
2278,Female,Loyal Customer,16,Business travel,Eco,773,3,2,2,2,3,3,2,2,0,2,2,4,2,4,8,0.0,neutral or dissatisfied
2279,Male,Loyal Customer,27,Business travel,Business,1456,4,3,2,3,5,3,4,1,3,3,2,2,4,2,14,10.0,satisfied
2280,Male,Loyal Customer,29,Personal Travel,Business,1069,5,3,4,2,3,3,5,3,5,5,2,3,3,3,28,22.0,satisfied
2281,Female,Loyal Customer,9,Personal Travel,Business,2926,5,5,2,4,5,4,4,2,2,3,3,4,3,3,1,0.0,satisfied
2282,Male,Loyal Customer,38,Business travel,Eco,1832,3,4,3,4,2,3,2,2,2,3,3,4,2,4,7,3.0,satisfied
2283,Female,Loyal Customer,26,Business travel,Eco,3039,2,1,3,3,4,3,3,1,4,2,3,3,4,2,50,53.0,satisfied
2284,Female,Loyal Customer,35,Business travel,Business,2533,2,3,2,4,3,3,4,5,4,2,3,3,2,5,130,118.0,satisfied
2285,Female,Loyal Customer,58,Business travel,Eco,3123,1,3,4,1,1,2,4,1,1,2,3,2,5,4,22,11.0,neutral or dissatisfied
2286,Female,Loyal Customer,52,Business travel,Eco,1796,2,4,4,2,3,4,3,2,1,5,3,1,2,2,26,34.0,neutral or dissatisfied
2287,Male,disloyal Customer,40,Business travel,Eco Plus,1706,3,2,3,4,4,2,3,4,2,4,4,3,4,4,0,0.0,satisfied
2288,Male,Loyal Customer,67,Personal Travel,Business,3168,4,4,3,2,2,2,4,5,4,3,0,3,5,5,7,1.0,satisfied
2289,Male,Loyal Customer,78,Business travel,Business,3411,2,2,3,2,3,4,4,3,4,5,1,3,3,4,39,44.0,satisfied
2290,Male,Loyal Customer,77,Personal Travel,Business,4108,4,4,3,2,3,2,5,5,5,5,4,2,4,4,1,0.0,satisfied
2291,Female,Loyal Customer,76,Business travel,Eco,969,2,3,2,2,4,5,4,3,1,2,3,3,3,3,2,6.0,satisfied
2292,Female,Loyal Customer,17,Business travel,Eco,1458,2,5,4,4,2,3,3,4,3,3,4,3,1,3,128,125.0,neutral or dissatisfied
2293,Male,Loyal Customer,69,Personal Travel,Eco,4664,2,4,4,4,2,1,3,3,2,3,2,4,3,3,1,2.0,satisfied
2294,Female,disloyal Customer,27,Personal Travel,Business,4355,5,4,1,2,2,4,3,2,3,3,3,3,3,3,23,29.0,satisfied
2295,Female,Loyal Customer,9,Business travel,Business,1787,5,2,2,2,2,3,2,2,4,4,2,1,4,4,17,18.0,satisfied
2296,Female,Loyal Customer,16,Business travel,Business,2444,2,2,2,3,2,5,4,3,5,4,3,3,4,4,22,22.0,satisfied
2297,Male,Loyal Customer,33,Personal Travel,Eco,311,2,3,2,2,2,3,0,4,3,3,3,4,5,3,6,16.0,neutral or dissatisfied
2298,Male,Loyal Customer,18,Business travel,Business,1892,4,2,4,4,2,3,5,4,4,4,1,3,3,3,12,2.0,satisfied
2299,Male,Loyal Customer,13,Business travel,Business,1692,5,4,3,3,5,3,3,5,4,4,4,1,4,3,64,54.0,satisfied
2300,Female,Loyal Customer,23,Business travel,Eco,4506,5,3,3,3,4,3,4,2,3,2,4,2,4,5,0,15.0,satisfied
2301,Male,Loyal Customer,71,Personal Travel,Business,4736,3,4,5,4,5,1,3,2,4,3,3,3,5,2,17,16.0,satisfied
2302,Male,disloyal Customer,70,Personal Travel,Business,3076,3,4,3,2,3,3,4,4,5,3,2,4,4,4,162,174.0,neutral or dissatisfied
2303,Male,Loyal Customer,32,Personal Travel,Business,327,2,3,2,3,3,2,2,4,5,3,4,4,3,4,4,0.0,neutral or dissatisfied
2304,Male,Loyal Customer,21,Business travel,Eco,4458,2,3,2,2,3,2,3,3,3,4,3,5,3,4,4,0.0,satisfied
2305,Male,disloyal Customer,39,Business travel,Eco,2159,3,2,2,1,4,4,3,2,5,3,3,3,1,2,2,5.0,neutral or dissatisfied
2306,Male,Loyal Customer,68,Business travel,Eco,3821,1,2,4,2,3,5,5,2,3,4,2,5,2,3,66,61.0,satisfied
2307,Female,Loyal Customer,53,Personal Travel,Eco,4705,2,4,4,2,2,3,1,2,2,3,5,5,1,4,5,3.0,neutral or dissatisfied
2308,Female,Loyal Customer,41,Business travel,Eco Plus,4556,3,4,4,2,4,2,2,3,1,5,3,4,4,2,25,23.0,satisfied
2309,Male,disloyal Customer,71,Business travel,Eco,142,1,4,2,3,5,1,2,4,3,3,5,4,1,4,18,2.0,neutral or dissatisfied
2310,Male,Loyal Customer,78,Business travel,Eco,4303,3,2,3,3,2,2,1,4,3,3,2,4,3,2,25,23.0,neutral or dissatisfied
2311,Female,Loyal Customer,31,Business travel,Eco Plus,1631,4,4,3,1,2,2,2,3,3,3,3,4,2,2,90,88.0,neutral or dissatisfied
2312,Female,disloyal Customer,63,Personal Travel,Business,3085,4,3,5,4,5,3,2,4,3,2,2,2,3,4,13,14.0,satisfied
2313,Male,Loyal Customer,38,Business travel,Business,3402,3,4,4,1,4,3,3,2,4,2,3,3,4,3,12,4.0,satisfied
2314,Male,disloyal Customer,69,Personal Travel,Business,374,4,4,3,1,2,3,3,3,3,4,3,3,4,4,7,,neutral or dissatisfied
2315,Male,disloyal Customer,18,Business travel,Eco,4354,4,5,3,4,3,3,1,3,1,2,4,4,2,4,1,5.0,satisfied
2316,Male,Loyal Customer,69,Personal Travel,Eco,4404,3,4,2,2,2,1,4,2,2,3,3,4,0,4,7,2.0,neutral or dissatisfied
2317,Female,Loyal Customer,7,Personal Travel,Eco,962,3,3,3,3,1,2,3,4,3,5,3,3,3,2,5,5.0,neutral or dissatisfied
2318,Male,Loyal Customer,57,Business travel,Business,473,2,4,3,2,2,2,4,2,2,2,4,2,4,3,5,12.0,satisfied
2319,Male,Loyal Customer,76,Personal Travel,Business,2819,3,4,5,2,3,3,5,4,4,3,1,3,3,3,8,2.0,neutral or dissatisfied
2320,Male,Loyal Customer,14,Business travel,Business,3547,4,4,2,2,3,4,2,4,3,1,2,3,4,4,128,123.0,satisfied
2321,Male,Loyal Customer,74,Personal Travel,Eco,4247,5,3,3,3,4,2,2,2,3,1,2,5,3,3,2,14.0,satisfied
2322,Female,disloyal Customer,11,Personal Travel,Business,4493,3,4,4,2,3,5,4,3,4,4,4,3,4,2,3,13.0,satisfied
2323,Female,Loyal Customer,45,Personal Travel,Eco,4050,3,4,3,4,3,4,4,3,4,3,4,2,4,3,2,7.0,satisfied
2324,Female,Loyal Customer,29,Business travel,Business,4770,2,5,3,1,4,2,4,3,4,2,3,3,3,2,15,25.0,satisfied
2325,Male,Loyal Customer,74,Business travel,Business,4554,3,3,3,5,3,5,3,2,3,0,4,3,3,3,40,47.0,satisfied
2326,Male,disloyal Customer,58,Business travel,Eco,4311,2,2,2,1,3,5,2,3,3,2,2,3,1,2,3,11.0,satisfied
2327,Female,Loyal Customer,10,Business travel,Business,2857,4,1,5,3,5,2,2,4,3,4,4,5,1,3,23,23.0,satisfied
2328,Male,disloyal Customer,53,Personal Travel,Business,3772,2,4,3,2,3,2,5,4,2,5,5,4,2,4,15,14.0,satisfied
2329,Male,Loyal Customer,27,Personal Travel,Eco,1481,2,1,2,1,2,3,2,4,1,2,5,2,3,1,4,4.0,neutral or dissatisfied
2330,Female,Loyal Customer,62,Personal Travel,Business,985,3,3,3,3,3,5,4,2,3,5,5,2,4,4,8,0.0,satisfied
2331,Female,Loyal Customer,72,Business travel,Eco Plus,609,2,4,5,4,3,3,5,4,3,3,5,1,3,5,131,137.0,neutral or dissatisfied
2332,Female,Loyal Customer,65,Personal Travel,Eco,4698,2,3,5,3,4,1,2,1,2,2,4,5,4,4,17,8.0,neutral or dissatisfied
2333,Female,Loyal Customer,13,Personal Travel,Business,3801,2,1,4,3,4,3,4,3,2,5,4,2,5,3,9,13.0,satisfied
2334,Male,Loyal Customer,55,Personal Travel,Eco,466,4,2,4,3,3,2,2,2,2,4,2,3,4,4,132,130.0,neutral or dissatisfied
2335,Male,Loyal Customer,22,Business travel,Business,2701,5,2,5,4,3,4,2,4,3,5,4,3,4,2,4,4.0,satisfied
2336,Female,Loyal Customer,23,Business travel,Eco,652,2,3,2,5,4,1,3,3,2,5,2,2,2,3,61,56.0,neutral or dissatisfied
2337,Male,Loyal Customer,40,Business travel,Eco,723,5,4,3,2,3,2,1,1,3,4,5,4,2,2,0,0.0,satisfied
2338,Female,disloyal Customer,39,Business travel,Eco,4151,2,3,5,4,3,3,4,2,3,2,2,3,2,3,4,2.0,satisfied
2339,Female,Loyal Customer,32,Business travel,Business,1372,3,5,4,2,4,3,1,2,5,1,3,3,5,3,13,12.0,satisfied
2340,Male,Loyal Customer,72,Personal Travel,Business,3675,4,4,3,3,3,4,3,3,3,3,3,1,3,2,1,0.0,satisfied
2341,Female,Loyal Customer,69,Business travel,Business,4722,4,3,4,4,5,3,3,3,3,2,3,3,5,2,16,19.0,satisfied
2342,Male,Loyal Customer,47,Business travel,Eco,2565,3,3,5,3,5,4,4,4,4,3,4,3,0,2,6,11.0,neutral or dissatisfied
2343,Male,disloyal Customer,64,Business travel,Eco,634,4,2,3,2,3,4,2,4,2,0,1,2,2,2,7,5.0,neutral or dissatisfied
2344,Male,disloyal Customer,16,Personal Travel,Business,2238,4,3,2,3,3,3,2,2,2,1,3,4,2,3,2,5.0,neutral or dissatisfied
2345,Male,Loyal Customer,21,Personal Travel,Eco,3473,3,4,4,3,2,2,1,2,4,3,5,4,3,4,14,14.0,neutral or dissatisfied
2346,Female,Loyal Customer,48,Personal Travel,Business,2654,3,3,2,4,3,5,1,3,3,4,3,4,4,4,42,41.0,satisfied
2347,Male,Loyal Customer,63,Business travel,Business,2304,3,2,2,4,2,4,4,2,5,3,4,2,5,2,66,52.0,neutral or dissatisfied
2348,Female,Loyal Customer,23,Business travel,Business,3689,2,2,3,5,3,3,5,3,4,2,1,2,3,2,1,10.0,satisfied
2349,Female,disloyal Customer,66,Personal Travel,Business,4799,2,5,3,3,4,2,5,4,5,4,2,4,4,2,0,13.0,satisfied
2350,Female,Loyal Customer,15,Business travel,Business,2068,4,4,2,2,4,5,4,2,3,3,5,4,3,2,24,31.0,neutral or dissatisfied
2351,Female,Loyal Customer,42,Business travel,Eco,1023,3,3,3,3,4,2,3,4,3,2,2,2,2,0,14,12.0,neutral or dissatisfied
2352,Male,Loyal Customer,79,Business travel,Business,4648,3,4,3,2,4,3,3,2,3,5,3,3,4,1,22,11.0,satisfied
2353,Male,Loyal Customer,42,Business travel,Business,1073,3,4,4,5,2,3,3,5,3,5,3,2,3,4,5,3.0,satisfied
2354,Female,disloyal Customer,54,Personal Travel,Eco,3539,2,2,3,2,4,2,3,3,3,3,3,3,3,3,12,15.0,neutral or dissatisfied
2355,Female,Loyal Customer,57,Business travel,Business,1201,3,3,3,4,4,4,2,3,1,4,0,5,2,3,5,2.0,satisfied
2356,Male,Loyal Customer,76,Business travel,Eco,3526,3,2,3,3,2,2,3,4,4,4,4,3,1,3,64,69.0,neutral or dissatisfied
2357,Female,Loyal Customer,74,Business travel,Business,4345,3,3,5,3,2,3,3,5,4,3,4,2,3,5,10,11.0,satisfied
2358,Male,Loyal Customer,28,Business travel,Eco,135,2,2,4,1,3,2,4,4,5,2,4,1,2,3,2,10.0,satisfied
2359,Female,Loyal Customer,12,Business travel,Eco Plus,1836,2,2,2,2,4,4,4,3,3,3,3,3,5,4,15,9.0,neutral or dissatisfied
2360,Male,Loyal Customer,32,Business travel,Business,737,3,1,3,3,3,3,2,5,1,4,2,5,5,5,12,21.0,satisfied
2361,Female,Loyal Customer,9,Business travel,Eco,339,4,5,3,3,3,2,4,5,4,3,3,2,2,3,6,3.0,neutral or dissatisfied
2362,Female,Loyal Customer,58,Business travel,Eco,4816,2,3,1,3,4,3,5,2,3,0,2,4,3,5,4,1.0,satisfied
2363,Male,Loyal Customer,66,Business travel,Eco,2689,0,4,3,2,1,3,4,3,2,4,4,4,5,3,5,5.0,satisfied
2364,Female,Loyal Customer,69,Business travel,Business,3989,2,3,2,4,3,3,2,2,3,4,4,2,4,3,124,132.0,neutral or dissatisfied
2365,Female,Loyal Customer,71,Business travel,Business,483,4,4,2,3,5,1,4,3,5,4,4,2,3,5,5,9.0,satisfied
2366,Male,Loyal Customer,58,Business travel,Eco,874,4,1,2,4,1,4,3,3,3,4,3,2,2,3,60,50.0,neutral or dissatisfied
2367,Female,Loyal Customer,20,Personal Travel,Eco,1641,4,2,4,1,4,2,1,2,5,3,2,4,3,1,4,0.0,satisfied
2368,Male,Loyal Customer,78,Personal Travel,Business,1263,4,4,4,4,5,4,3,5,3,4,3,1,4,4,9,31.0,satisfied
2369,Male,Loyal Customer,74,Business travel,Business,2721,4,5,3,5,4,3,4,1,4,4,3,5,3,2,7,14.0,satisfied
2370,Female,Loyal Customer,34,Business travel,Business,2744,3,3,3,3,3,3,3,3,4,4,2,2,5,2,1,2.0,satisfied
2371,Female,Loyal Customer,77,Personal Travel,Business,4889,3,3,3,4,1,3,4,3,2,2,4,3,4,4,35,30.0,satisfied
2372,Female,Loyal Customer,16,Business travel,Business,3687,2,4,5,3,4,4,3,3,3,3,3,1,5,5,2,7.0,satisfied
2373,Female,Loyal Customer,63,Business travel,Business,2037,3,3,3,3,3,4,4,4,4,3,4,2,4,2,10,2.0,satisfied
2374,Female,Loyal Customer,72,Personal Travel,Business,2173,5,3,1,3,5,4,5,4,3,3,0,5,3,4,5,11.0,satisfied
2375,Female,Loyal Customer,56,Personal Travel,Business,1832,2,3,3,5,4,2,4,3,4,5,1,2,4,3,13,19.0,neutral or dissatisfied
2376,Female,Loyal Customer,20,Personal Travel,Eco Plus,3642,2,2,3,5,1,5,3,3,3,4,4,5,4,1,6,12.0,satisfied
2377,Male,Loyal Customer,22,Business travel,Business,1774,3,2,4,1,2,2,4,3,3,4,4,1,3,3,0,18.0,satisfied
2378,Female,disloyal Customer,60,Business travel,Business,935,3,3,3,2,2,5,3,4,2,2,2,2,3,4,12,15.0,neutral or dissatisfied
2379,Male,Loyal Customer,49,Business travel,Business,1375,3,3,3,3,2,1,3,5,2,3,4,3,3,3,31,27.0,satisfied
2380,Female,Loyal Customer,48,Personal Travel,Eco Plus,4835,4,3,2,2,4,5,3,4,4,0,4,3,5,2,24,12.0,satisfied
2381,Female,Loyal Customer,28,Business travel,Eco,3701,2,2,4,3,3,3,3,5,3,3,3,3,4,4,4,17.0,neutral or dissatisfied
2382,Male,Loyal Customer,74,Business travel,Eco,4286,5,4,2,3,2,2,1,4,2,3,4,1,4,1,4,2.0,satisfied
2383,Female,Loyal Customer,25,Personal Travel,Business,1118,5,1,3,3,3,2,5,1,3,3,4,5,5,2,10,10.0,neutral or dissatisfied
2384,Female,Loyal Customer,72,Personal Travel,Eco,4676,2,4,3,5,2,3,2,4,1,4,4,3,2,3,2,0.0,satisfied
2385,Male,disloyal Customer,45,Personal Travel,Business,4593,3,2,3,4,3,4,2,3,4,3,3,4,4,4,71,68.0,satisfied
2386,Female,Loyal Customer,79,Personal Travel,Business,4450,4,2,5,4,5,3,5,5,4,4,4,2,2,3,19,15.0,satisfied
2387,Female,disloyal Customer,25,Personal Travel,Eco,3527,2,3,4,2,3,2,3,3,4,4,4,3,2,1,2,16.0,neutral or dissatisfied
2388,Female,Loyal Customer,22,Business travel,Eco,3512,1,1,2,3,4,2,4,1,2,3,2,2,2,4,38,38.0,neutral or dissatisfied
2389,Male,Loyal Customer,60,Personal Travel,Eco,3828,5,3,5,3,1,4,2,3,2,4,2,4,1,2,8,8.0,neutral or dissatisfied
2390,Female,Loyal Customer,31,Personal Travel,Eco,2321,2,5,4,3,2,3,4,3,3,4,2,4,3,1,2,0.0,neutral or dissatisfied
2391,Female,Loyal Customer,24,Business travel,Eco,3610,4,2,3,3,1,3,4,3,3,2,4,3,3,2,0,8.0,satisfied
2392,Female,Loyal Customer,29,Business travel,Business,2043,4,5,3,4,4,4,3,4,2,4,2,3,5,3,4,0.0,satisfied
2393,Female,Loyal Customer,17,Personal Travel,Business,3095,2,2,3,4,4,2,2,4,5,5,1,1,3,3,7,5.0,neutral or dissatisfied
2394,Male,Loyal Customer,45,Business travel,Business,3647,5,3,1,4,4,3,5,4,3,3,0,5,3,3,7,7.0,satisfied
2395,Male,disloyal Customer,74,Personal Travel,Eco,3950,3,4,3,3,3,4,3,4,4,3,3,5,5,3,2,7.0,neutral or dissatisfied
2396,Female,disloyal Customer,31,Business travel,Business,1564,3,2,2,3,5,4,5,4,2,3,4,3,4,4,3,3.0,satisfied
2397,Female,Loyal Customer,69,Business travel,Eco,4314,1,3,3,4,3,3,2,3,4,5,2,2,3,3,73,79.0,neutral or dissatisfied
2398,Male,Loyal Customer,36,Business travel,Business,2419,1,5,3,3,4,3,3,3,3,3,3,3,2,5,17,16.0,satisfied
2399,Male,Loyal Customer,51,Business travel,Business,414,3,2,3,4,3,5,4,3,4,3,2,5,2,3,1,1.0,satisfied
